group,city,feature,n,missing_n,missing_rate
medicine,新北,REMS,19854,1787,0.09000705147577315
medicine,新北,REMS_available,19854,0,0.0
medicine,新北,REMS_observed_components,19854,0,0.0
medicine,新北,REMS_required_components,19854,0,0.0
medicine,新北,MISS_REMS,19854,0,0.0
medicine,新北,RTS,19854,1201,0.060491588596756324
medicine,新北,RTS_available,19854,0,0.0
medicine,新北,RTS_observed_components,19854,0,0.0
medicine,新北,RTS_required_components,19854,0,0.0
medicine,新北,MISS_RTS,19854,0,0.0
medicine,新北,kw_ohca,19854,0,0.0
medicine,新北,kw_chest_pain,19854,0,0.0
medicine,新北,kw_dyspnea,19854,0,0.0
medicine,新北,kw_bleeding,19854,0,0.0
medicine,新北,kw_stroke,19854,0,0.0
medicine,新北,kw_trauma,19854,0,0.0
medicine,新北,kw_seizure,19854,0,0.0
medicine,新北,kw_unconscious,19854,0,0.0
medicine,新北,is_text_missing,19854,0,0.0
medicine,新北,text_source_count,19854,0,0.0
medicine,新北,text_char_count,19854,0,0.0
surgery,台北,EMT_年齡,537,3,0.00558659217877095
surgery,台北,MISS_EMT_年齡,537,0,0.0
surgery,台北,MISSREASON_EMT_年齡__source_missing,537,0,0.0
surgery,台北,MISSREASON_EMT_年齡__not_measured,537,0,0.0
surgery,台北,MISSREASON_EMT_年齡__sentinel,537,0,0.0
surgery,台北,MISSREASON_EMT_年齡__invalid_or_out_of_range,537,0,0.0
surgery,台北,EMT_發生地點_到慈濟_開車km,537,0,0.0
surgery,台北,MISS_EMT_發生地點_到慈濟_開車km,537,0,0.0
surgery,台北,MISSREASON_EMT_發生地點_到慈濟_開車km__source_missing,537,0,0.0
surgery,台北,MISSREASON_EMT_發生地點_到慈濟_開車km__not_measured,537,0,0.0
surgery,台北,MISSREASON_EMT_發生地點_到慈濟_開車km__sentinel,537,0,0.0
surgery,台北,MISSREASON_EMT_發生地點_到慈濟_開車km__invalid_or_out_of_range,537,0,0.0
surgery,台北,EMT_發生地點_到慈濟_直線km,537,0,0.0
surgery,台北,MISS_EMT_發生地點_到慈濟_直線km,537,0,0.0
surgery,台北,MISSREASON_EMT_發生地點_到慈濟_直線km__source_missing,537,0,0.0
surgery,台北,MISSREASON_EMT_發生地點_到慈濟_直線km__not_measured,537,0,0.0
surgery,台北,MISSREASON_EMT_發生地點_到慈濟_直線km__sentinel,537,0,0.0
surgery,台北,MISSREASON_EMT_發生地點_到慈濟_直線km__invalid_or_out_of_range,537,0,0.0
surgery,台北,EMT_反應時間分,537,10,0.0186219739292365
surgery,台北,MISS_EMT_反應時間分,537,0,0.0
surgery,台北,MISSREASON_EMT_反應時間分__source_missing,537,0,0.0
surgery,台北,MISSREASON_EMT_反應時間分__not_measured,537,0,0.0
surgery,台北,MISSREASON_EMT_反應時間分__sentinel,537,0,0.0
surgery,台北,MISSREASON_EMT_反應時間分__invalid_or_out_of_range,537,0,0.0
surgery,台北,EMT_現場停留分,537,9,0.01675977653631285
surgery,台北,MISS_EMT_現場停留分,537,0,0.0
surgery,台北,MISSREASON_EMT_現場停留分__source_missing,537,0,0.0
surgery,台北,MISSREASON_EMT_現場停留分__not_measured,537,0,0.0
surgery,台北,MISSREASON_EMT_現場停留分__sentinel,537,0,0.0
surgery,台北,MISSREASON_EMT_現場停留分__invalid_or_out_of_range,537,0,0.0
surgery,台北,EMT_送醫途中分,537,9,0.01675977653631285
surgery,台北,MISS_EMT_送醫途中分,537,0,0.0
surgery,台北,MISSREASON_EMT_送醫途中分__source_missing,537,0,0.0
surgery,台北,MISSREASON_EMT_送醫途中分__not_measured,537,0,0.0
surgery,台北,MISSREASON_EMT_送醫途中分__sentinel,537,0,0.0
surgery,台北,MISSREASON_EMT_送醫途中分__invalid_or_out_of_range,537,0,0.0
surgery,台北,EMT_現場_舒張壓,537,537,1.0
surgery,台北,MISS_EMT_現場_舒張壓,537,0,0.0
surgery,台北,MISSREASON_EMT_現場_舒張壓__source_missing,537,0,0.0
surgery,台北,MISSREASON_EMT_現場_舒張壓__not_measured,537,0,0.0
surgery,台北,MISSREASON_EMT_現場_舒張壓__sentinel,537,0,0.0
surgery,台北,MISSREASON_EMT_現場_舒張壓__invalid_or_out_of_range,537,0,0.0
surgery,台北,EMT_現場_脈搏,537,0,0.0
surgery,台北,MISS_EMT_現場_脈搏,537,0,0.0
surgery,台北,MISSREASON_EMT_現場_脈搏__source_missing,537,0,0.0
surgery,台北,MISSREASON_EMT_現場_脈搏__not_measured,537,0,0.0
surgery,台北,MISSREASON_EMT_現場_脈搏__sentinel,537,0,0.0
surgery,台北,MISSREASON_EMT_現場_脈搏__invalid_or_out_of_range,537,0,0.0
surgery,台北,EMT_現場_呼吸,537,0,0.0
surgery,台北,MISS_EMT_現場_呼吸,537,0,0.0
surgery,台北,MISSREASON_EMT_現場_呼吸__source_missing,537,0,0.0
surgery,台北,MISSREASON_EMT_現場_呼吸__not_measured,537,0,0.0
surgery,台北,MISSREASON_EMT_現場_呼吸__sentinel,537,0,0.0
surgery,台北,MISSREASON_EMT_現場_呼吸__invalid_or_out_of_range,537,0,0.0
surgery,台北,EMT_現場_SPO2,537,4,0.0074487895716946
surgery,台北,MISS_EMT_現場_SPO2,537,0,0.0
surgery,台北,MISSREASON_EMT_現場_SPO2__source_missing,537,0,0.0
surgery,台北,MISSREASON_EMT_現場_SPO2__not_measured,537,0,0.0
surgery,台北,MISSREASON_EMT_現場_SPO2__sentinel,537,0,0.0
surgery,台北,MISSREASON_EMT_現場_SPO2__invalid_or_out_of_range,537,0,0.0
surgery,台北,EMT_現場_體溫,537,4,0.0074487895716946
surgery,台北,MISS_EMT_現場_體溫,537,0,0.0
surgery,台北,MISSREASON_EMT_現場_體溫__source_missing,537,0,0.0
surgery,台北,MISSREASON_EMT_現場_體溫__not_measured,537,0,0.0
surgery,台北,MISSREASON_EMT_現場_體溫__sentinel,537,0,0.0
surgery,台北,MISSREASON_EMT_現場_體溫__invalid_or_out_of_range,537,0,0.0
surgery,台北,EMT_現場_GCS,537,1,0.00186219739292365
surgery,台北,MISS_EMT_現場_GCS,537,0,0.0
surgery,台北,MISSREASON_EMT_現場_GCS__source_missing,537,0,0.0
surgery,台北,MISSREASON_EMT_現場_GCS__not_measured,537,0,0.0
surgery,台北,MISSREASON_EMT_現場_GCS__sentinel,537,0,0.0
surgery,台北,MISSREASON_EMT_現場_GCS__invalid_or_out_of_range,537,0,0.0
surgery,台北,EMT_現場_GCS_E,537,0,0.0
surgery,台北,MISS_EMT_現場_GCS_E,537,0,0.0
surgery,台北,MISSREASON_EMT_現場_GCS_E__source_missing,537,0,0.0
surgery,台北,MISSREASON_EMT_現場_GCS_E__not_measured,537,0,0.0
surgery,台北,MISSREASON_EMT_現場_GCS_E__sentinel,537,0,0.0
surgery,台北,MISSREASON_EMT_現場_GCS_E__invalid_or_out_of_range,537,0,0.0
surgery,台北,EMT_現場_GCS_V,537,1,0.00186219739292365
surgery,台北,MISS_EMT_現場_GCS_V,537,0,0.0
surgery,台北,MISSREASON_EMT_現場_GCS_V__source_missing,537,0,0.0
surgery,台北,MISSREASON_EMT_現場_GCS_V__not_measured,537,0,0.0
surgery,台北,MISSREASON_EMT_現場_GCS_V__sentinel,537,0,0.0
surgery,台北,MISSREASON_EMT_現場_GCS_V__invalid_or_out_of_range,537,0,0.0
surgery,台北,EMT_現場_GCS_M,537,0,0.0
surgery,台北,MISS_EMT_現場_GCS_M,537,0,0.0
surgery,台北,MISSREASON_EMT_現場_GCS_M__source_missing,537,0,0.0
surgery,台北,MISSREASON_EMT_現場_GCS_M__not_measured,537,0,0.0
surgery,台北,MISSREASON_EMT_現場_GCS_M__sentinel,537,0,0.0
surgery,台北,MISSREASON_EMT_現場_GCS_M__invalid_or_out_of_range,537,0,0.0
surgery,台北,EMT_車上_舒張壓,537,537,1.0
surgery,台北,MISS_EMT_車上_舒張壓,537,0,0.0
surgery,台北,MISSREASON_EMT_車上_舒張壓__source_missing,537,0,0.0
surgery,台北,MISSREASON_EMT_車上_舒張壓__not_measured,537,0,0.0
surgery,台北,MISSREASON_EMT_車上_舒張壓__sentinel,537,0,0.0
surgery,台北,MISSREASON_EMT_車上_舒張壓__invalid_or_out_of_range,537,0,0.0
surgery,台北,EMT_車上_脈搏,537,537,1.0
surgery,台北,MISS_EMT_車上_脈搏,537,0,0.0
surgery,台北,MISSREASON_EMT_車上_脈搏__source_missing,537,0,0.0
surgery,台北,MISSREASON_EMT_車上_脈搏__not_measured,537,0,0.0
surgery,台北,MISSREASON_EMT_車上_脈搏__sentinel,537,0,0.0
surgery,台北,MISSREASON_EMT_車上_脈搏__invalid_or_out_of_range,537,0,0.0
surgery,台北,EMT_車上_呼吸,537,537,1.0
surgery,台北,MISS_EMT_車上_呼吸,537,0,0.0
surgery,台北,MISSREASON_EMT_車上_呼吸__source_missing,537,0,0.0
surgery,台北,MISSREASON_EMT_車上_呼吸__not_measured,537,0,0.0
surgery,台北,MISSREASON_EMT_車上_呼吸__sentinel,537,0,0.0
surgery,台北,MISSREASON_EMT_車上_呼吸__invalid_or_out_of_range,537,0,0.0
surgery,台北,EMT_車上_SPO2,537,537,1.0
surgery,台北,MISS_EMT_車上_SPO2,537,0,0.0
surgery,台北,MISSREASON_EMT_車上_SPO2__source_missing,537,0,0.0
surgery,台北,MISSREASON_EMT_車上_SPO2__not_measured,537,0,0.0
surgery,台北,MISSREASON_EMT_車上_SPO2__sentinel,537,0,0.0
surgery,台北,MISSREASON_EMT_車上_SPO2__invalid_or_out_of_range,537,0,0.0
surgery,台北,EMT_車上_體溫,537,537,1.0
surgery,台北,MISS_EMT_車上_體溫,537,0,0.0
surgery,台北,MISSREASON_EMT_車上_體溫__source_missing,537,0,0.0
surgery,台北,MISSREASON_EMT_車上_體溫__not_measured,537,0,0.0
surgery,台北,MISSREASON_EMT_車上_體溫__sentinel,537,0,0.0
surgery,台北,MISSREASON_EMT_車上_體溫__invalid_or_out_of_range,537,0,0.0
surgery,台北,EMT_車上_GCS,537,3,0.00558659217877095
surgery,台北,MISS_EMT_車上_GCS,537,0,0.0
surgery,台北,MISSREASON_EMT_車上_GCS__source_missing,537,0,0.0
surgery,台北,MISSREASON_EMT_車上_GCS__not_measured,537,0,0.0
surgery,台北,MISSREASON_EMT_車上_GCS__sentinel,537,0,0.0
surgery,台北,MISSREASON_EMT_車上_GCS__invalid_or_out_of_range,537,0,0.0
surgery,台北,EMT_車上_GCS_E,537,0,0.0
surgery,台北,MISS_EMT_車上_GCS_E,537,0,0.0
surgery,台北,MISSREASON_EMT_車上_GCS_E__source_missing,537,0,0.0
surgery,台北,MISSREASON_EMT_車上_GCS_E__not_measured,537,0,0.0
surgery,台北,MISSREASON_EMT_車上_GCS_E__sentinel,537,0,0.0
surgery,台北,MISSREASON_EMT_車上_GCS_E__invalid_or_out_of_range,537,0,0.0
surgery,台北,EMT_車上_GCS_V,537,3,0.00558659217877095
surgery,台北,MISS_EMT_車上_GCS_V,537,0,0.0
surgery,台北,MISSREASON_EMT_車上_GCS_V__source_missing,537,0,0.0
surgery,台北,MISSREASON_EMT_車上_GCS_V__not_measured,537,0,0.0
surgery,台北,MISSREASON_EMT_車上_GCS_V__sentinel,537,0,0.0
surgery,台北,MISSREASON_EMT_車上_GCS_V__invalid_or_out_of_range,537,0,0.0
surgery,台北,EMT_車上_GCS_M,537,0,0.0
surgery,台北,MISS_EMT_車上_GCS_M,537,0,0.0
surgery,台北,MISSREASON_EMT_車上_GCS_M__source_missing,537,0,0.0
surgery,台北,MISSREASON_EMT_車上_GCS_M__not_measured,537,0,0.0
surgery,台北,MISSREASON_EMT_車上_GCS_M__sentinel,537,0,0.0
surgery,台北,MISSREASON_EMT_車上_GCS_M__invalid_or_out_of_range,537,0,0.0
surgery,台北,EMT_生命徵象量測次數,537,537,1.0
surgery,台北,MISS_EMT_生命徵象量測次數,537,0,0.0
surgery,台北,MISSREASON_EMT_生命徵象量測次數__source_missing,537,0,0.0
surgery,台北,MISSREASON_EMT_生命徵象量測次數__not_measured,537,0,0.0
surgery,台北,MISSREASON_EMT_生命徵象量測次數__sentinel,537,0,0.0
surgery,台北,MISSREASON_EMT_生命徵象量測次數__invalid_or_out_of_range,537,0,0.0
surgery,台北,EMT_問卷_疼痛指數,537,537,1.0
surgery,台北,MISS_EMT_問卷_疼痛指數,537,0,0.0
surgery,台北,MISSREASON_EMT_問卷_疼痛指數__source_missing,537,0,0.0
surgery,台北,MISSREASON_EMT_問卷_疼痛指數__not_measured,537,0,0.0
surgery,台北,MISSREASON_EMT_問卷_疼痛指數__sentinel,537,0,0.0
surgery,台北,MISSREASON_EMT_問卷_疼痛指數__invalid_or_out_of_range,537,0,0.0
surgery,台北,EMT_問卷_左瞳孔尺寸mm,537,537,1.0
surgery,台北,MISS_EMT_問卷_左瞳孔尺寸mm,537,0,0.0
surgery,台北,MISSREASON_EMT_問卷_左瞳孔尺寸mm__source_missing,537,0,0.0
surgery,台北,MISSREASON_EMT_問卷_左瞳孔尺寸mm__not_measured,537,0,0.0
surgery,台北,MISSREASON_EMT_問卷_左瞳孔尺寸mm__sentinel,537,0,0.0
surgery,台北,MISSREASON_EMT_問卷_左瞳孔尺寸mm__invalid_or_out_of_range,537,0,0.0
surgery,台北,EMT_問卷_右瞳孔尺寸mm,537,537,1.0
surgery,台北,MISS_EMT_問卷_右瞳孔尺寸mm,537,0,0.0
surgery,台北,MISSREASON_EMT_問卷_右瞳孔尺寸mm__source_missing,537,0,0.0
surgery,台北,MISSREASON_EMT_問卷_右瞳孔尺寸mm__not_measured,537,0,0.0
surgery,台北,MISSREASON_EMT_問卷_右瞳孔尺寸mm__sentinel,537,0,0.0
surgery,台北,MISSREASON_EMT_問卷_右瞳孔尺寸mm__invalid_or_out_of_range,537,0,0.0
surgery,台北,EMT_問卷_血糖值mgdl,537,537,1.0
surgery,台北,MISS_EMT_問卷_血糖值mgdl,537,0,0.0
surgery,台北,MISSREASON_EMT_問卷_血糖值mgdl__source_missing,537,0,0.0
surgery,台北,MISSREASON_EMT_問卷_血糖值mgdl__not_measured,537,0,0.0
surgery,台北,MISSREASON_EMT_問卷_血糖值mgdl__sentinel,537,0,0.0
surgery,台北,MISSREASON_EMT_問卷_血糖值mgdl__invalid_or_out_of_range,537,0,0.0
surgery,台北,EMT_問卷_氧氣流量Lmin,537,537,1.0
surgery,台北,MISS_EMT_問卷_氧氣流量Lmin,537,0,0.0
surgery,台北,MISSREASON_EMT_問卷_氧氣流量Lmin__source_missing,537,0,0.0
surgery,台北,MISSREASON_EMT_問卷_氧氣流量Lmin__not_measured,537,0,0.0
surgery,台北,MISSREASON_EMT_問卷_氧氣流量Lmin__sentinel,537,0,0.0
surgery,台北,MISSREASON_EMT_問卷_氧氣流量Lmin__invalid_or_out_of_range,537,0,0.0
surgery,台北,EMT_問卷_靜脈輸液量ml,537,537,1.0
surgery,台北,MISS_EMT_問卷_靜脈輸液量ml,537,0,0.0
surgery,台北,MISSREASON_EMT_問卷_靜脈輸液量ml__source_missing,537,0,0.0
surgery,台北,MISSREASON_EMT_問卷_靜脈輸液量ml__not_measured,537,0,0.0
surgery,台北,MISSREASON_EMT_問卷_靜脈輸液量ml__sentinel,537,0,0.0
surgery,台北,MISSREASON_EMT_問卷_靜脈輸液量ml__invalid_or_out_of_range,537,0,0.0
surgery,台北,EMT_體重,537,537,1.0
surgery,台北,MISS_EMT_體重,537,0,0.0
surgery,台北,MISSREASON_EMT_體重__source_missing,537,0,0.0
surgery,台北,MISSREASON_EMT_體重__not_measured,537,0,0.0
surgery,台北,MISSREASON_EMT_體重__sentinel,537,0,0.0
surgery,台北,MISSREASON_EMT_體重__invalid_or_out_of_range,537,0,0.0
surgery,台北,EMT_燒燙傷一級%,537,537,1.0
surgery,台北,MISS_EMT_燒燙傷一級%,537,0,0.0
surgery,台北,MISSREASON_EMT_燒燙傷一級%__source_missing,537,0,0.0
surgery,台北,MISSREASON_EMT_燒燙傷一級%__not_measured,537,0,0.0
surgery,台北,MISSREASON_EMT_燒燙傷一級%__sentinel,537,0,0.0
surgery,台北,MISSREASON_EMT_燒燙傷一級%__invalid_or_out_of_range,537,0,0.0
surgery,台北,EMT_燒燙傷二級%,537,537,1.0
surgery,台北,MISS_EMT_燒燙傷二級%,537,0,0.0
surgery,台北,MISSREASON_EMT_燒燙傷二級%__source_missing,537,0,0.0
surgery,台北,MISSREASON_EMT_燒燙傷二級%__not_measured,537,0,0.0
surgery,台北,MISSREASON_EMT_燒燙傷二級%__sentinel,537,0,0.0
surgery,台北,MISSREASON_EMT_燒燙傷二級%__invalid_or_out_of_range,537,0,0.0
surgery,台北,EMT_燒燙傷三級%,537,537,1.0
surgery,台北,MISS_EMT_燒燙傷三級%,537,0,0.0
surgery,台北,MISSREASON_EMT_燒燙傷三級%__source_missing,537,0,0.0
surgery,台北,MISSREASON_EMT_燒燙傷三級%__not_measured,537,0,0.0
surgery,台北,MISSREASON_EMT_燒燙傷三級%__sentinel,537,0,0.0
surgery,台北,MISSREASON_EMT_燒燙傷三級%__invalid_or_out_of_range,537,0,0.0
surgery,台北,EMT_燒燙傷總%,537,537,1.0
surgery,台北,MISS_EMT_燒燙傷總%,537,0,0.0
surgery,台北,MISSREASON_EMT_燒燙傷總%__source_missing,537,0,0.0
surgery,台北,MISSREASON_EMT_燒燙傷總%__not_measured,537,0,0.0
surgery,台北,MISSREASON_EMT_燒燙傷總%__sentinel,537,0,0.0
surgery,台北,MISSREASON_EMT_燒燙傷總%__invalid_or_out_of_range,537,0,0.0
surgery,台北,EMT_城市__台北,537,0,0.0
surgery,台北,EMT_城市__新北,537,0,0.0
surgery,台北,EMT_城市__OTHER_RARE,537,0,0.0
surgery,台北,EMT_城市__MISSING,537,0,0.0
surgery,台北,EMT_性別__女,537,0,0.0
surgery,台北,EMT_性別__男,537,0,0.0
surgery,台北,EMT_性別__OTHER_RARE,537,0,0.0
surgery,台北,EMT_性別__MISSING,537,0,0.0
surgery,台北,EMT_送醫路由__家屬指定送醫,537,0,0.0
surgery,台北,EMT_送醫路由__就近適當,537,0,0.0
surgery,台北,EMT_送醫路由__指揮中心,537,0,0.0
surgery,台北,EMT_送醫路由__OTHER_RARE,537,0,0.0
surgery,台北,EMT_送醫路由__MISSING,537,0,0.0
surgery,台北,EMT_危急個案__0.0,537,0,0.0
surgery,台北,EMT_危急個案__1.0,537,0,0.0
surgery,台北,EMT_危急個案__OTHER_RARE,537,0,0.0
surgery,台北,EMT_危急個案__MISSING,537,0,0.0
surgery,台北,EMT_發生地區__三峽區,537,0,0.0
surgery,台北,EMT_發生地區__三重區,537,0,0.0
surgery,台北,EMT_發生地區__中和區,537,0,0.0
surgery,台北,EMT_發生地區__土城區,537,0,0.0
surgery,台北,EMT_發生地區__坪林區,537,0,0.0
surgery,台北,EMT_發生地區__市文山區,537,0,0.0
surgery,台北,EMT_發生地區__新店區,537,0,0.0
surgery,台北,EMT_發生地區__新莊區,537,0,0.0
surgery,台北,EMT_發生地區__板橋區,537,0,0.0
surgery,台北,EMT_發生地區__樹林區,537,0,0.0
surgery,台北,EMT_發生地區__永和區,537,0,0.0
surgery,台北,EMT_發生地區__深坑區,537,0,0.0
surgery,台北,EMT_發生地區__烏來區,537,0,0.0
surgery,台北,EMT_發生地區__石碇區,537,0,0.0
surgery,台北,EMT_發生地區__蘆洲區,537,0,0.0
surgery,台北,EMT_發生地區__OTHER_RARE,537,0,0.0
surgery,台北,EMT_發生地區__MISSING,537,0,0.0
surgery,台北,EMT_距離_定位信心__Google地標,537,0,0.0
surgery,台北,EMT_距離_定位信心__區內概略,537,0,0.0
surgery,台北,EMT_距離_定位信心__國道概略,537,0,0.0
surgery,台北,EMT_距離_定位信心__無,537,0,0.0
surgery,台北,EMT_距離_定位信心__號,537,0,0.0
surgery,台北,EMT_距離_定位信心__路名概略(OSM),537,0,0.0
surgery,台北,EMT_距離_定位信心__路段中心,537,0,0.0
surgery,台北,EMT_距離_定位信心__OTHER_RARE,537,0,0.0
surgery,台北,EMT_距離_定位信心__MISSING,537,0,0.0
surgery,台北,EMT_現場_意識__否,537,0,0.0
surgery,台北,EMT_現場_意識__清,537,0,0.0
surgery,台北,EMT_現場_意識__痛,537,0,0.0
surgery,台北,EMT_現場_意識__聲,537,0,0.0
surgery,台北,EMT_現場_意識__OTHER_RARE,537,0,0.0
surgery,台北,EMT_現場_意識__MISSING,537,0,0.0
surgery,台北,EMT_派遣分類__BLS,537,0,0.0
surgery,台北,EMT_派遣分類__OTHER_RARE,537,0,0.0
surgery,台北,EMT_派遣分類__MISSING,537,0,0.0
surgery,台北,EMT_派遣原因__救護,537,0,0.0
surgery,台北,EMT_派遣原因__救護-一般受傷,537,0,0.0
surgery,台北,EMT_派遣原因__救護-其它,537,0,0.0
surgery,台北,EMT_派遣原因__救護-割腕,537,0,0.0
surgery,台北,EMT_派遣原因__救護-吞食藥物,537,0,0.0
surgery,台北,EMT_派遣原因__救護-孕婦待產,537,0,0.0
surgery,台北,EMT_派遣原因__救護-急病,537,0,0.0
surgery,台北,EMT_派遣原因__救護-打架受傷,537,0,0.0
surgery,台北,EMT_派遣原因__救護-精神異常,537,0,0.0
surgery,台北,EMT_派遣原因__救護-路倒,537,0,0.0
surgery,台北,EMT_派遣原因__救護-車禍,537,0,0.0
surgery,台北,EMT_派遣原因__火警-集合住宅,537,0,0.0
surgery,台北,EMT_派遣原因__緊急救援-其他,537,0,0.0
surgery,台北,EMT_派遣原因__緊急救援-車禍救助,537,0,0.0
surgery,台北,EMT_派遣原因__OTHER_RARE,537,0,0.0
surgery,台北,EMT_派遣原因__MISSING,537,0,0.0
surgery,台北,EMT_問卷_創傷導致的主訴群__肢體麻痺,537,0,0.0
surgery,台北,EMT_問卷_創傷導致的主訴群__背部疼痛,537,0,0.0
surgery,台北,EMT_問卷_創傷導致的主訴群__胸痛/悶,537,0,0.0
surgery,台北,EMT_問卷_創傷導致的主訴群__OTHER_RARE,537,0,0.0
surgery,台北,EMT_問卷_創傷導致的主訴群__MISSING,537,0,0.0
surgery,台北,EMT_問卷_頸椎固定__GCS<15,537,0,0.0
surgery,台北,EMT_問卷_頸椎固定__檢查無明顯異常,537,0,0.0
surgery,台北,EMT_問卷_頸椎固定__肢體運動感覺異常,537,0,0.0
surgery,台北,EMT_問卷_頸椎固定__轉向困難,537,0,0.0
surgery,台北,EMT_問卷_頸椎固定__頸椎瘀青疼痛,537,0,0.0
surgery,台北,EMT_問卷_頸椎固定__OTHER_RARE,537,0,0.0
surgery,台北,EMT_問卷_頸椎固定__MISSING,537,0,0.0
surgery,台北,EMT_問卷_膚色__其他,537,0,0.0
surgery,台北,EMT_問卷_膚色__正常,537,0,0.0
surgery,台北,EMT_問卷_膚色__溼冷,537,0,0.0
surgery,台北,EMT_問卷_膚色__潮紅,537,0,0.0
surgery,台北,EMT_問卷_膚色__發紺,537,0,0.0
surgery,台北,EMT_問卷_膚色__蒼白,537,0,0.0
surgery,台北,EMT_問卷_膚色__蒼白、溼冷,537,0,0.0
surgery,台北,EMT_問卷_膚色__黃疸,537,0,0.0
surgery,台北,EMT_問卷_膚色__OTHER_RARE,537,0,0.0
surgery,台北,EMT_問卷_膚色__MISSING,537,0,0.0
surgery,台北,EMT_問卷_左瞳孔光反射__+,537,0,0.0
surgery,台北,EMT_問卷_左瞳孔光反射__-,537,0,0.0
surgery,台北,EMT_問卷_左瞳孔光反射__無法測量,537,0,0.0
surgery,台北,EMT_問卷_左瞳孔光反射__眼疾,537,0,0.0
surgery,台北,EMT_問卷_左瞳孔光反射__OTHER_RARE,537,0,0.0
surgery,台北,EMT_問卷_左瞳孔光反射__MISSING,537,0,0.0
surgery,台北,EMT_問卷_右瞳孔光反射__+,537,0,0.0
surgery,台北,EMT_問卷_右瞳孔光反射__-,537,0,0.0
surgery,台北,EMT_問卷_右瞳孔光反射__無法測量,537,0,0.0
surgery,台北,EMT_問卷_右瞳孔光反射__眼疾,537,0,0.0
surgery,台北,EMT_問卷_右瞳孔光反射__OTHER_RARE,537,0,0.0
surgery,台北,EMT_問卷_右瞳孔光反射__MISSING,537,0,0.0
surgery,台北,EMT_問卷_氣管位置__其他,537,0,0.0
surgery,台北,EMT_問卷_氣管位置__正常,537,0,0.0
surgery,台北,EMT_問卷_氣管位置__OTHER_RARE,537,0,0.0
surgery,台北,EMT_問卷_氣管位置__MISSING,537,0,0.0
surgery,台北,EMT_問卷_頸靜脈怒張__其他,537,0,0.0
surgery,台北,EMT_問卷_頸靜脈怒張__有,537,0,0.0
surgery,台北,EMT_問卷_頸靜脈怒張__無,537,0,0.0
surgery,台北,EMT_問卷_頸靜脈怒張__OTHER_RARE,537,0,0.0
surgery,台北,EMT_問卷_頸靜脈怒張__MISSING,537,0,0.0
surgery,台北,EMT_問卷_血糖狀態__High,537,0,0.0
surgery,台北,EMT_問卷_血糖狀態__Low,537,0,0.0
surgery,台北,EMT_問卷_血糖狀態__否,537,0,0.0
surgery,台北,EMT_問卷_血糖狀態__否、其他,537,0,0.0
surgery,台北,EMT_問卷_血糖狀態__否、創傷,537,0,0.0
surgery,台北,EMT_問卷_血糖狀態__否、拒絕,537,0,0.0
surgery,台北,EMT_問卷_血糖狀態__否、躁動,537,0,0.0
surgery,台北,EMT_問卷_血糖狀態__血糖值紀錄,537,0,0.0
surgery,台北,EMT_問卷_血糖狀態__OTHER_RARE,537,0,0.0
surgery,台北,EMT_問卷_血糖狀態__MISSING,537,0,0.0
surgery,台北,EMT_問卷_靜脈輸液種類__0.9%N.S.,537,0,0.0
surgery,台北,EMT_問卷_靜脈輸液種類__5%G.W.,537,0,0.0
surgery,台北,EMT_問卷_靜脈輸液種類__50%G.W.,537,0,0.0
surgery,台北,EMT_問卷_靜脈輸液種類__IV,537,0,0.0
surgery,台北,EMT_問卷_靜脈輸液種類__OTHER_RARE,537,0,0.0
surgery,台北,EMT_問卷_靜脈輸液種類__MISSING,537,0,0.0
surgery,台北,EMT_推定派遣類別__中毒/自傷,537,0,0.0
surgery,台北,EMT_推定派遣類別__交通事故傷,537,0,0.0
surgery,台北,EMT_推定派遣類別__內科急病,537,0,0.0
surgery,台北,EMT_推定派遣類別__其他外傷,537,0,0.0
surgery,台北,EMT_推定派遣類別__精神行為異常,537,0,0.0
surgery,台北,EMT_推定派遣類別__路倒/無意識,537,0,0.0
surgery,台北,EMT_推定派遣類別__OTHER_RARE,537,0,0.0
surgery,台北,EMT_推定派遣類別__MISSING,537,0,0.0
surgery,台北,EMT_有燒燙傷__False,537,0,0.0
surgery,台北,EMT_有燒燙傷__True,537,0,0.0
surgery,台北,EMT_有燒燙傷__OTHER_RARE,537,0,0.0
surgery,台北,EMT_有燒燙傷__MISSING,537,0,0.0
surgery,台北,EMT_心律臆斷__Atrial fibrillation,537,0,0.0
surgery,台北,EMT_心律臆斷__Normal Sinus Rhythm,537,0,0.0
surgery,台北,EMT_心律臆斷__ST段下降,537,0,0.0
surgery,台北,EMT_心律臆斷__Sinus Bradycardia,537,0,0.0
surgery,台北,EMT_心律臆斷__Sinus Tachycardia,537,0,0.0
surgery,台北,EMT_心律臆斷__其他波形,537,0,0.0
surgery,台北,EMT_心律臆斷__OTHER_RARE,537,0,0.0
surgery,台北,EMT_心律臆斷__MISSING,537,0,0.0
surgery,台北,"EMT_台北_創傷類型__創傷-一般外傷,肢體外傷,摔跌傷",537,0,0.0
surgery,台北,"EMT_台北_創傷類型__創傷-一般外傷,頭部外傷,摔跌傷",537,0,0.0
surgery,台北,EMT_台北_創傷類型__創傷-交通事故(機車),537,0,0.0
surgery,台北,"EMT_台北_創傷類型__非創傷-一般疾病,噁心嘔吐腹瀉",537,0,0.0
surgery,台北,"EMT_台北_創傷類型__非創傷-一般疾病,肢體無力",537,0,0.0
