task_id,outcome,model_a,split,model_b,comparison_variant,n_common,events_common,patient_groups_common,auroc_a,auroc_b,auroc_difference,auroc_delong_p,auprc_a,auprc_b,auprc_difference,auprc_difference_lower_ci,auprc_difference_upper_ci,auprc_paired_bootstrap_p,bootstrap_b,bootstrap_success,bootstrap_method,source_id
P1_03-evaluation-S5,S5,catboost,validation_2024,xgboost,raw_validation_2024,7504,104,6600,0.8308471933471934,0.8295127338877339,0.001334459459459425,0.8466930144702798,0.08928414580846444,0.0975271946085469,-0.008243048800082461,-0.044219774973349044,0.019354069440384192,0.714,2000,2000,paired_outcome_stratified_patient_group_cluster,s0047
P1_03-evaluation-S5,S5,catboost,validation_2024,lightgbm,raw_validation_2024,7504,104,6600,0.8308471933471934,0.8354346413721414,-0.004587448024948038,0.4156044791873562,0.08928414580846444,0.09955012003473489,-0.010265974226270444,-0.04407904046076991,0.016323943878669003,0.552,2000,2000,paired_outcome_stratified_patient_group_cluster,s0047
P1_03-evaluation-S5,S5,xgboost,validation_2024,lightgbm,raw_validation_2024,7504,104,6600,0.8295127338877339,0.8354346413721414,-0.005921907484407463,0.2706006552855774,0.0975271946085469,0.09955012003473489,-0.0020229254261879825,-0.013537052213162032,0.010108350340133266,0.715,2000,2000,paired_outcome_stratified_patient_group_cluster,s0047
P1_03-evaluation-S6,S6,score_rSI_sMS,validation_2024,logistic_l2,raw_validation_2024,7289,308,6434,0.6110937479652563,0.7163753378837178,-0.10528158991846148,6.221411759110216e-05,0.07335132081398374,0.11731532510360536,-0.04396400428962162,-0.06894639198213556,-0.022943773214009033,0.0,2000,2000,paired_outcome_stratified_patient_group_cluster,s0052
P1_03-evaluation-S6,S6,score_rSI_sMS,validation_2024,catboost,raw_validation_2024,7289,308,6434,0.6110937479652563,0.8040767426242287,-0.1929829946589724,2.6896269780117488e-27,0.07335132081398374,0.15690400232713553,-0.08355268151315179,-0.11528773569188738,-0.056641167576277233,0.0,2000,2000,paired_outcome_stratified_patient_group_cluster,s0052
P1_03-evaluation-S6,S6,score_rSI_sMS,validation_2024,xgboost,raw_validation_2024,7289,308,6434,0.6110937479652563,0.8050534195785591,-0.19395967161330285,1.1271747359092433e-26,0.07335132081398374,0.15833924221038795,-0.08498792139640421,-0.11731662806853084,-0.057865671984483225,0.0,2000,2000,paired_outcome_stratified_patient_group_cluster,s0052
P1_03-evaluation-S6,S6,score_rSI_sMS,validation_2024,lightgbm,raw_validation_2024,7289,308,6434,0.6110937479652563,0.8036442142587393,-0.19255046629348305,7.48531706506828e-26,0.07335132081398374,0.15768286402666773,-0.08433154321268399,-0.117689935910976,-0.059411855886573973,0.0,2000,2000,paired_outcome_stratified_patient_group_cluster,s0052
P1_03-evaluation-S6,S6,logistic_l2,validation_2024,catboost,raw_validation_2024,7504,330,6600,0.7155152022032423,0.8033576636169332,-0.0878424614136909,4.923199976138904e-08,0.11930995910894739,0.16551012076782995,-0.04620016165888256,-0.07578728508846426,-0.01996960572303421,0.001,2000,2000,paired_outcome_stratified_patient_group_cluster,s0052
P1_03-evaluation-S6,S6,logistic_l2,validation_2024,xgboost,raw_validation_2024,7504,330,6600,0.7155152022032423,0.8040516680605891,-0.08853646585734687,1.2185008456161046e-08,0.11930995910894739,0.1658179473094251,-0.046507988200477704,-0.07540746022819478,-0.020126720328448405,0.0,2000,2000,paired_outcome_stratified_patient_group_cluster,s0052
P1_03-evaluation-S6,S6,logistic_l2,validation_2024,lightgbm,raw_validation_2024,7504,330,6600,0.7155152022032423,0.8012503062405488,-0.08573510403730655,7.388274126756468e-09,0.11930995910894739,0.1620374237086919,-0.04272746459974451,-0.07051610819924044,-0.016606743922337023,0.001,2000,2000,paired_outcome_stratified_patient_group_cluster,s0052
P1_03-evaluation-S6,S6,catboost,validation_2024,xgboost,raw_validation_2024,7504,330,6600,0.8033576636169332,0.8040516680605891,-0.0006940044436559711,0.8740967427450019,0.16551012076782995,0.1658179473094251,-0.0003078265415951409,-0.020129021058690084,0.020653994802042414,0.959,2000,2000,paired_outcome_stratified_patient_group_cluster,s0052
P1_03-evaluation-S6,S6,catboost,validation_2024,lightgbm,raw_validation_2024,7504,330,6600,0.8033576636169332,0.8012503062405488,0.0021073573763843445,0.6774897865479546,0.16551012076782995,0.1620374237086919,0.0034726970591380524,-0.019236452226816463,0.022137790173905103,0.839,2000,2000,paired_outcome_stratified_patient_group_cluster,s0052
P1_03-evaluation-S6,S6,xgboost,validation_2024,lightgbm,raw_validation_2024,7504,330,6600,0.8040516680605891,0.8012503062405488,0.0028013618200403156,0.5036273398680757,0.1658179473094251,0.1620374237086919,0.0037805236007331933,-0.014070003737443151,0.01830946835618048,0.724,2000,2000,paired_outcome_stratified_patient_group_cluster,s0052
