analysis_split,method,feature_x,feature_y,feature_x_group,feature_y_group,pair_n,correlation
train_2020_2023,pearson,mSI,qSOFA,derived_score,derived_score,22573,0.37152469844610625
train_2020_2023,pearson,mSI,NEWS2,derived_score,derived_score,2812,0.5077810360807826
train_2020_2023,pearson,mSI,MEWS,derived_score,derived_score,22573,0.5319798331790817
train_2020_2023,pearson,mSI,REMS,derived_score,derived_score,22418,0.007274317960824237
train_2020_2023,pearson,mSI,RTS,derived_score,derived_score,22424,-0.22583716523216507
train_2020_2023,pearson,aSI,rSI,derived_score,derived_score,23833,-0.49359073944571
train_2020_2023,pearson,aSI,rSIG,derived_score,derived_score,23673,-0.5181800782237103
train_2020_2023,pearson,aSI,rSIG_Age,derived_score,derived_score,23673,-0.7848233999956361
train_2020_2023,pearson,aSI,SI_G,derived_score,derived_score,23673,0.48974781077290486
train_2020_2023,pearson,aSI,SIA_G,derived_score,derived_score,23673,0.6734497347951676
train_2020_2023,pearson,aSI,SIAVPU,derived_score,derived_score,23833,0.39999723670449394
train_2020_2023,pearson,aSI,sMS,derived_score,derived_score,23675,-0.29940080292294347
train_2020_2023,pearson,aSI,rSI_sMS,derived_score,derived_score,23675,-0.5199008590371338
train_2020_2023,pearson,aSI,rSI_GCS,derived_score,derived_score,23673,-0.5181800782237103
train_2020_2023,pearson,aSI,rSI_GCSM,derived_score,derived_score,23675,-0.5109886958505836
train_2020_2023,pearson,aSI,qSOFA,derived_score,derived_score,23833,0.49801233781125975
train_2020_2023,pearson,aSI,NEWS2,derived_score,derived_score,3039,0.5326527632507226
train_2020_2023,pearson,aSI,MEWS,derived_score,derived_score,23830,0.5366806283317445
train_2020_2023,pearson,aSI,REMS,derived_score,derived_score,22418,0.6335078925817466
train_2020_2023,pearson,aSI,RTS,derived_score,derived_score,23673,-0.3564001729355228
train_2020_2023,pearson,rSI,rSIG,derived_score,derived_score,23685,0.8714078097810896
train_2020_2023,pearson,rSI,rSIG_Age,derived_score,derived_score,23673,0.28299908818545033
train_2020_2023,pearson,rSI,SI_G,derived_score,derived_score,23685,-0.4523951055095271
train_2020_2023,pearson,rSI,SIA_G,derived_score,derived_score,23673,-0.31897031015254923
train_2020_2023,pearson,rSI,SIAVPU,derived_score,derived_score,23845,-0.768552480739408
train_2020_2023,pearson,rSI,sMS,derived_score,derived_score,23687,0.10007411953234438
train_2020_2023,pearson,rSI,rSI_sMS,derived_score,derived_score,23687,0.8603133596025313
train_2020_2023,pearson,rSI,rSI_GCS,derived_score,derived_score,23685,0.8714078097810897
train_2020_2023,pearson,rSI,rSI_GCSM,derived_score,derived_score,23687,0.8801923041849649
train_2020_2023,pearson,rSI,qSOFA,derived_score,derived_score,23845,-0.33733407646702585
train_2020_2023,pearson,rSI,NEWS2,derived_score,derived_score,3039,-0.42973037007956405
