id,group,outcome,model,role,trained_population,target_n,missing_target_rows,coverage,n,events,AUROC,AUPRC,Brier,prevalence
medicine_S3_score_rSIG_Age,medicine,S3,score_rSIG_Age,overall_trained_single_score_logistic_probability,overall,4770,201,score_component_available_subset_of_current_cohort,4569,1545,0.6821477800037672,0.4788108274329703,0.24311674125888066,0.3381483913328956
surgery_S3_score_rSIG_Age,surgery,S3,score_rSIG_Age,overall_trained_single_score_logistic_probability,overall,2712,27,score_component_available_subset_of_current_cohort,2685,519,0.6069533177838624,0.23879840227149923,0.22153334557718254,0.19329608938547485
overall_S3_score_SIA_G,overall,S3,score_SIA_G,overall_trained_single_score_logistic_probability,overall,7289,13,score_component_available_subset_of_current_cohort,7276,2081,0.6752708750836548,0.42507490810754894,0.23814253978943917,0.2860087960417812
medicine_S3_score_SIA_G,medicine,S3,score_SIA_G,overall_trained_single_score_logistic_probability,overall,4770,201,score_component_available_subset_of_current_cohort,4569,1545,0.68214724491019,0.4788099604615022,0.24388090107996932,0.3381483913328956
surgery_S3_score_SIA_G,surgery,S3,score_SIA_G,overall_trained_single_score_logistic_probability,overall,2712,27,score_component_available_subset_of_current_cohort,2685,519,0.6069546521206168,0.2387931945471753,0.22790177995262814,0.19329608938547485
overall_S3_score_SI_G,overall,S3,score_SI_G,overall_trained_single_score_logistic_probability,overall,7289,7,score_component_available_subset_of_current_cohort,7282,2081,0.5762182927709258,0.35384447988154066,0.248001005505935,0.2857731392474595
medicine_S3_score_SI_G,medicine,S3,score_SI_G,overall_trained_single_score_logistic_probability,overall,4770,198,score_component_available_subset_of_current_cohort,4572,1545,0.5995264838674155,0.41618306270317695,0.24943543323901368,0.3379265091863517
surgery_S3_score_SI_G,surgery,S3,score_SI_G,overall_trained_single_score_logistic_probability,overall,2712,24,score_component_available_subset_of_current_cohort,2688,519,0.4614501412884835,0.17973276865000398,0.2454677821547634,0.19308035714285715
overall_S3_score_SI,overall,S3,score_SI,overall_trained_single_score_logistic_probability,overall,7289,0,exact_current_cohort,7289,2086,0.564973900484067,0.3419867701099961,0.24906875607131837,0.28618466181917956
medicine_S3_score_SI,medicine,S3,score_SI,overall_trained_single_score_logistic_probability,overall,4770,144,score_component_available_subset_of_current_cohort,4626,1571,0.5886523433633961,0.410988038258398,0.248234518096708,0.33960224816255946
surgery_S3_score_SI,surgery,S3,score_SI,overall_trained_single_score_logistic_probability,overall,2712,23,score_component_available_subset_of_current_cohort,2689,519,0.4692842492208518,0.18818343721019837,0.25038093362731195,0.1930085533655634
overall_S3_score_mSI,overall,S3,score_mSI,overall_trained_single_score_logistic_probability,overall,7289,981,score_component_available_subset_of_current_cohort,6308,1779,0.5761276619564059,0.3468592253563476,0.2461324462412673,0.2820228281547242
medicine_S3_score_mSI,medicine,S3,score_mSI,overall_trained_single_score_logistic_probability,overall,4770,764,score_component_available_subset_of_current_cohort,4006,1336,0.6009649240844155,0.40856899544931496,0.2465577585091272,0.33349975037443835
surgery_S3_score_mSI,surgery,S3,score_mSI,overall_trained_single_score_logistic_probability,overall,2712,382,score_component_available_subset_of_current_cohort,2330,448,0.46637434530135113,0.18362467267258287,0.24530489367153616,0.192274678111588
overall_S3_score_aSI,overall,S3,score_aSI,overall_trained_single_score_logistic_probability,overall,7289,6,score_component_available_subset_of_current_cohort,7283,2086,0.680697812053602,0.4388103566914392,0.23371693718456188,0.28642043114101334
medicine_S3_score_aSI,medicine,S3,score_aSI,overall_trained_single_score_logistic_probability,overall,4770,147,score_component_available_subset_of_current_cohort,4623,1571,0.6895861089721718,0.5000984865838058,0.24051978756732195,0.3398226260004326
surgery_S3_score_aSI,surgery,S3,score_aSI,overall_trained_single_score_logistic_probability,overall,2712,26,score_component_available_subset_of_current_cohort,2686,519,0.61498586700312,0.25383623521949195,0.2216251499064279,0.1932241250930752
overall_S3_score_rSI,overall,S3,score_rSI,overall_trained_single_score_logistic_probability,overall,7289,0,exact_current_cohort,7289,2086,0.564973900484067,0.3419867701099961,0.24915325936336555,0.28618466181917956
medicine_S3_score_rSI,medicine,S3,score_rSI,overall_trained_single_score_logistic_probability,overall,4770,144,score_component_available_subset_of_current_cohort,4626,1571,0.5886523433633961,0.410988038258398,0.24762791249423763,0.33960224816255946
surgery_S3_score_rSI,surgery,S3,score_rSI,overall_trained_single_score_logistic_probability,overall,2712,23,score_component_available_subset_of_current_cohort,2689,519,0.4692842492208518,0.18818343721019837,0.25169135761888534,0.1930085533655634
overall_S3_score_rSI_sMS,overall,S3,score_rSI_sMS,overall_trained_single_score_logistic_probability,overall,7289,0,exact_current_cohort,7289,2086,0.5765255644790812,0.3635293612408893,0.24812148521631175,0.28618466181917956
medicine_S3_score_rSI_sMS,medicine,S3,score_rSI_sMS,overall_trained_single_score_logistic_probability,overall,4770,191,score_component_available_subset_of_current_cohort,4579,1550,0.6002511208852064,0.42716921743833874,0.24722755667907184,0.3385018563005023
surgery_S3_score_rSI_sMS,surgery,S3,score_rSI_sMS,overall_trained_single_score_logistic_probability,overall,2712,24,score_component_available_subset_of_current_cohort,2688,519,0.4597552124834883,0.17913561122976002,0.24953262194888093,0.19308035714285715
overall_S3_score_rSI_GCSM,overall,S3,score_rSI_GCSM,overall_trained_single_score_logistic_probability,overall,7289,0,exact_current_cohort,7289,2086,0.5741228740185846,0.35037742153415297,0.24851908728061403,0.28618466181917956
medicine_S3_score_rSI_GCSM,medicine,S3,score_rSI_GCSM,overall_trained_single_score_logistic_probability,overall,4770,191,score_component_available_subset_of_current_cohort,4579,1550,0.5975715396330099,0.41359541818906026,0.24748857941907465,0.3385018563005023
surgery_S3_score_rSI_GCSM,surgery,S3,score_rSI_GCSM,overall_trained_single_score_logistic_probability,overall,2712,24,score_component_available_subset_of_current_cohort,2688,519,0.4617810432695425,0.18112239601250513,0.2501875834894464,0.19308035714285715
overall_S3_score_SIAVPU,overall,S3,score_SIAVPU,overall_trained_single_score_logistic_probability,overall,7289,0,exact_current_cohort,7289,2086,0.5310240293922914,0.3210337395863869,0.2499710647499905,0.28618466181917956
medicine_S3_score_SIAVPU,medicine,S3,score_SIAVPU,overall_trained_single_score_logistic_probability,overall,4770,144,score_component_available_subset_of_current_cohort,4626,1571,0.5520352001966911,0.38964562488898813,0.24949069923447642,0.33960224816255946
surgery_S3_score_SIAVPU,surgery,S3,score_SIAVPU,overall_trained_single_score_logistic_probability,overall,2712,23,score_component_available_subset_of_current_cohort,2689,519,0.4748870124219742,0.19068576327287612,0.25073605095793894,0.1930085533655634
overall_S3_score_sMS,overall,S3,score_sMS,overall_trained_single_score_logistic_probability,overall,7289,0,exact_current_cohort,7289,2086,0.5365359593228259,0.30860403732993863,0.24703072720799862,0.28618466181917956
medicine_S3_score_sMS,medicine,S3,score_sMS,overall_trained_single_score_logistic_probability,overall,4770,185,score_component_available_subset_of_current_cohort,4585,1551,0.5421585665488104,0.3641024865165796,0.25034360396879857,0.33827699018538715
surgery_S3_score_sMS,surgery,S3,score_sMS,overall_trained_single_score_logistic_probability,overall,2712,21,score_component_available_subset_of_current_cohort,2691,519,0.49098173637502357,0.19145662775971897,0.24186829184491704,0.19286510590858416
overall_S3_score_qSOFA,overall,S3,score_qSOFA,overall_trained_single_score_logistic_probability,overall,7289,0,exact_current_cohort,7289,2086,0.5572596309858111,0.325365054549273,0.25003131376042753,0.28618466181917956
medicine_S3_score_qSOFA,medicine,S3,score_qSOFA,overall_trained_single_score_logistic_probability,overall,4770,144,score_component_available_subset_of_current_cohort,4626,1571,0.5549197244241735,0.3777831813028125,0.2537955658734075,0.33960224816255946
surgery_S3_score_qSOFA,surgery,S3,score_qSOFA,overall_trained_single_score_logistic_probability,overall,2712,23,score_component_available_subset_of_current_cohort,2689,519,0.5089093701996928,0.19613785171684753,0.24378327802988212,0.1930085533655634
overall_S3_score_MEWS,overall,S3,score_MEWS,overall_trained_single_score_logistic_probability,overall,7289,1,score_component_available_subset_of_current_cohort,7288,2086,0.5831131307635569,0.34564131594843434,0.24560415272134173,0.2862239297475302
medicine_S3_score_MEWS,medicine,S3,score_MEWS,overall_trained_single_score_logistic_probability,overall,4770,144,score_component_available_subset_of_current_cohort,4626,1571,0.5890809381579591,0.4024259747260581,0.249759999893428,0.33960224816255946
surgery_S3_score_MEWS,surgery,S3,score_MEWS,overall_trained_single_score_logistic_probability,overall,2712,24,score_component_available_subset_of_current_cohort,2688,519,0.5035333224957383,0.1935691217250061,0.23870898225852777,0.19308035714285715
overall_S3_score_REMS,overall,S3,score_REMS,overall_trained_single_score_logistic_probability,overall,7289,983,score_component_available_subset_of_current_cohort,6306,1779,0.6321839744122237,0.358649734359125,0.23996186804555047,0.2821122740247383
medicine_S3_score_REMS,medicine,S3,score_REMS,overall_trained_single_score_logistic_probability,overall,4770,810,score_component_available_subset_of_current_cohort,3960,1316,0.6163642864040392,0.3988765367215471,0.2515115829832038,0.3323232323232323
surgery_S3_score_REMS,surgery,S3,score_REMS,overall_trained_single_score_logistic_probability,overall,2712,384,score_component_available_subset_of_current_cohort,2328,448,0.6107914608662615,0.23935261947908737,0.21896275609828636,0.19243986254295534
overall_S3_score_RTS,overall,S3,score_RTS,overall_trained_single_score_logistic_probability,overall,7289,7,score_component_available_subset_of_current_cohort,7282,2081,0.5334766324555372,0.30778387433484306,0.24904347005743815,0.2857731392474595
medicine_S3_score_RTS,medicine,S3,score_RTS,overall_trained_single_score_logistic_probability,overall,4770,198,score_component_available_subset_of_current_cohort,4572,1545,0.5421883736768223,0.36096436905216395,0.2507112252031804,0.3379265091863517
surgery_S3_score_RTS,surgery,S3,score_RTS,overall_trained_single_score_logistic_probability,overall,2712,24,score_component_available_subset_of_current_cohort,2688,519,0.49014178594683716,0.189268257035417,0.24610080850029253,0.19308035714285715
overall_S3_score_rSI_GCS_alias,overall,S3,score_rSI_GCS_alias,overall_trained_single_score_logistic_probability,overall,7289,7,score_component_available_subset_of_current_cohort,7282,2081,0.5762211569670971,0.35385219079459795,0.24826691748487908,0.2857731392474595
medicine_S3_score_rSI_GCS_alias,medicine,S3,score_rSI_GCS_alias,overall_trained_single_score_logistic_probability,overall,4770,198,score_component_available_subset_of_current_cohort,4572,1545,0.5995276599065797,0.4161913481291507,0.2473826494532741,0.3379265091863517
surgery_S3_score_rSI_GCS_alias,surgery,S3,score_rSI_GCS_alias,overall_trained_single_score_logistic_probability,overall,2712,24,score_component_available_subset_of_current_cohort,2688,519,0.4614532504346142,0.17973490380540075,0.24967051398494639,0.19308035714285715
overall_S4_decision_tree,overall,S4,decision_tree,overall_trained_legacy_baseline,overall,7289,0,exact_current_cohort,7289,707,0.7948384368323537,0.2985536004107862,0.18470301559406108,0.09699547262999039
medicine_S4_decision_tree,medicine,S4,decision_tree,overall_trained_legacy_baseline,overall,4770,0,exact_current_cohort,4770,615,0.7711721600970521,0.3135457174479099,0.23226868771961284,0.1289308176100629
surgery_S4_decision_tree,surgery,S4,decision_tree,overall_trained_legacy_baseline,overall,2712,0,exact_current_cohort,2712,140,0.7900355476560764,0.2527768476764134,0.10850933320072997,0.051622418879056046
overall_S4_random_forest,overall,S4,random_forest,overall_trained_legacy_baseline,overall,7289,0,exact_current_cohort,7289,707,0.8196994331546711,0.35585043337217975,0.11683673065129765,0.09699547262999039
medicine_S4_random_forest,medicine,S4,random_forest,overall_trained_legacy_baseline,overall,4770,0,exact_current_cohort,4770,615,0.7846825746235803,0.35851199423579055,0.1550570753065298,0.1289308176100629
surgery_S4_random_forest,surgery,S4,random_forest,overall_trained_legacy_baseline,overall,2712,0,exact_current_cohort,2712,140,0.86413019329038,0.37758618763846824,0.05807800284969446,0.051622418879056046
overall_S4_balanced_random_forest,overall,S4,balanced_random_forest,overall_trained_legacy_baseline,overall,7289,0,exact_current_cohort,7289,707,0.8180473340992127,0.3450652931865778,0.16361372491186335,0.09699547262999039
medicine_S4_balanced_random_forest,medicine,S4,balanced_random_forest,overall_trained_legacy_baseline,overall,4770,0,exact_current_cohort,4770,615,0.7814434563118194,0.34390582766152583,0.21190025145889618,0.1289308176100629
surgery_S4_balanced_random_forest,surgery,S4,balanced_random_forest,overall_trained_legacy_baseline,overall,2712,0,exact_current_cohort,2712,140,0.863352588313708,0.38569764725064204,0.08682002093955785,0.051622418879056046
overall_S4_svm_rbf,overall,S4,svm_rbf,overall_trained_legacy_baseline,overall,7289,0,exact_current_cohort,7289,707,0.7895821487344723,0.26306722073442684,0.08031925553521095,0.09699547262999039
medicine_S4_svm_rbf,medicine,S4,svm_rbf,overall_trained_legacy_baseline,overall,4770,0,exact_current_cohort,4770,615,0.7554798313326095,0.28058644209615036,0.10484893964709636,0.1289308176100629
surgery_S4_svm_rbf,surgery,S4,svm_rbf,overall_trained_legacy_baseline,overall,2712,0,exact_current_cohort,2712,140,0.8100533214841147,0.20303463417831313,0.04523075657753783,0.051622418879056046
overall_S4_logistic_l1,overall,S4,logistic_l1,overall_trained_legacy_baseline,overall,7289,0,exact_current_cohort,7289,707,0.8055177701648275,0.3706537382610287,0.1577808403127588,0.09699547262999039
medicine_S4_logistic_l1,medicine,S4,logistic_l1,overall_trained_legacy_baseline,overall,4770,0,exact_current_cohort,4770,615,0.7858636376977489,0.35673584700132227,0.20183672972203934,0.1289308176100629
surgery_S4_logistic_l1,surgery,S4,logistic_l1,overall_trained_legacy_baseline,overall,2712,0,exact_current_cohort,2712,140,0.8060514330148856,0.34154911447962727,0.09210009133888888,0.051622418879056046
overall_S4_logistic_l2,overall,S4,logistic_l2,overall_trained_legacy_baseline,overall,7289,0,exact_current_cohort,7289,707,0.8003545308300852,0.3600043199357973,0.15863783966029138,0.09699547262999039
medicine_S4_logistic_l2,medicine,S4,logistic_l2,overall_trained_legacy_baseline,overall,4770,0,exact_current_cohort,4770,615,0.7816872609159305,0.35263698442900476,0.20263463567821538,0.1289308176100629
surgery_S4_logistic_l2,surgery,S4,logistic_l2,overall_trained_legacy_baseline,overall,2712,0,exact_current_cohort,2712,140,0.7992446123083758,0.3292011132936631,0.0929931927789748,0.051622418879056046
overall_S4_score_NEWS2,overall,S4,score_NEWS2,overall_trained_single_score_logistic_probability,overall,7289,6256,score_component_available_subset_of_current_cohort,1033,268,0.6054653204565409,0.32495267971636804,0.243196803237085,0.25943852855759925
medicine_S4_score_NEWS2,medicine,S4,score_NEWS2,overall_trained_single_score_logistic_probability,overall,4770,3784,score_component_available_subset_of_current_cohort,986,248,0.6053878179910831,0.3126745952845802,0.24443605669174667,0.2515212981744422
surgery_S4_score_NEWS2,surgery,S4,score_NEWS2,overall_trained_single_score_logistic_probability,overall,2712,2634,score_component_available_subset_of_current_cohort,78,31,0.6894303363074811,0.6103206418812951,0.22022575696221827,0.3974358974358974
overall_S4_score_rSIG,overall,S4,score_rSIG,overall_trained_single_score_logistic_probability,overall,7289,7,score_component_available_subset_of_current_cohort,7282,706,0.6113967952827002,0.1938207307738825,0.24396094009401606,0.09695138698159846
medicine_S4_score_rSIG,medicine,S4,score_rSIG,overall_trained_single_score_logistic_probability,overall,4770,198,score_component_available_subset_of_current_cohort,4572,571,0.592239418254018,0.20895797785011572,0.2532120628822126,0.12489063867016623
surgery_S4_score_rSIG,surgery,S4,score_rSIG,overall_trained_single_score_logistic_probability,overall,2712,24,score_component_available_subset_of_current_cohort,2688,134,0.6148447270304702,0.21370434220732318,0.22811455257347138,0.04985119047619048
overall_S4_score_rSIG_Age,overall,S4,score_rSIG_Age,overall_trained_single_score_logistic_probability,overall,7289,13,score_component_available_subset_of_current_cohort,7276,706,0.6838195980527852,0.19957486788478557,0.23642417409259062,0.09703133589884552
medicine_S4_score_rSIG_Age,medicine,S4,score_rSIG_Age,overall_trained_single_score_logistic_probability,overall,4770,201,score_component_available_subset_of_current_cohort,4569,571,0.6371305179735227,0.2087041655489584,0.2654584873539113,0.12497264171591158
surgery_S4_score_rSIG_Age,surgery,S4,score_rSIG_Age,overall_trained_single_score_logistic_probability,overall,2712,27,score_component_available_subset_of_current_cohort,2685,134,0.7304788289052581,0.22005136222293367,0.18807332150051295,0.04990689013035382
overall_S4_score_SIA_G,overall,S4,score_SIA_G,overall_trained_single_score_logistic_probability,overall,7289,13,score_component_available_subset_of_current_cohort,7276,706,0.6838190590761509,0.19957604850454613,0.22456050068413086,0.09703133589884552
medicine_S4_score_SIA_G,medicine,S4,score_SIA_G,overall_trained_single_score_logistic_probability,overall,4770,201,score_component_available_subset_of_current_cohort,4569,571,0.6371302989498251,0.20870452162799114,0.24702842292036042,0.12497264171591158
surgery_S4_score_SIA_G,surgery,S4,score_SIA_G,overall_trained_single_score_logistic_probability,overall,2712,27,score_component_available_subset_of_current_cohort,2685,134,0.7304788289052581,0.2200513622229337,0.18688142993046206,0.04990689013035382
overall_S4_score_SI_G,overall,S4,score_SI_G,overall_trained_single_score_logistic_probability,overall,7289,7,score_component_available_subset_of_current_cohort,7282,706,0.6113953952220452,0.19382325599042224,0.2314540549127455,0.09695138698159846
medicine_S4_score_SI_G,medicine,S4,score_SI_G,overall_trained_single_score_logistic_probability,overall,4770,198,score_component_available_subset_of_current_cohort,4572,571,0.5922367919403687,0.2089569883340857,0.24383138445944438,0.12489063867016623
surgery_S4_score_SI_G,surgery,S4,score_SI_G,overall_trained_single_score_logistic_probability,overall,2712,24,score_component_available_subset_of_current_cohort,2688,134,0.6148447270304702,0.2139404528632351,0.21044571027198497,0.04985119047619048
overall_S4_score_SI,overall,S4,score_SI,overall_trained_single_score_logistic_probability,overall,7289,0,exact_current_cohort,7289,707,0.5239257810401433,0.13278831651218673,0.2510569449629881,0.09699547262999039
medicine_S4_score_SI,medicine,S4,score_SI,overall_trained_single_score_logistic_probability,overall,4770,144,score_component_available_subset_of_current_cohort,4626,589,0.5184614472327911,0.16204613614896252,0.2553150149824803,0.12732382187635105
surgery_S4_score_SI,surgery,S4,score_SI,overall_trained_single_score_logistic_probability,overall,2712,23,score_component_available_subset_of_current_cohort,2689,135,0.49813799704167755,0.08526742440824638,0.24383954399050828,0.050204537002603196
overall_S4_score_mSI,overall,S4,score_mSI,overall_trained_single_score_logistic_probability,overall,7289,981,score_component_available_subset_of_current_cohort,6308,600,0.5157679280541929,0.13940691540822023,0.2456838114151579,0.09511731135066583
medicine_S4_score_mSI,medicine,S4,score_mSI,overall_trained_single_score_logistic_probability,overall,4770,764,score_component_available_subset_of_current_cohort,4006,497,0.5041611882752772,0.16021729895722578,0.2519640364816007,0.12406390414378432
surgery_S4_score_mSI,surgery,S4,score_mSI,overall_trained_single_score_logistic_probability,overall,2712,382,score_component_available_subset_of_current_cohort,2330,119,0.503430137319514,0.09906648736264252,0.23527419233780936,0.051072961373390555
overall_S4_score_aSI,overall,S4,score_aSI,overall_trained_single_score_logistic_probability,overall,7289,6,score_component_available_subset_of_current_cohort,7283,707,0.6231586206065861,0.14943328536176415,0.24412698353697468,0.09707538102430317
medicine_S4_score_aSI,medicine,S4,score_aSI,overall_trained_single_score_logistic_probability,overall,4770,147,score_component_available_subset_of_current_cohort,4623,589,0.5798257258127647,0.17018155949555175,0.2686398667230471,0.127406446030716
surgery_S4_score_aSI,surgery,S4,score_aSI,overall_trained_single_score_logistic_probability,overall,2712,26,score_component_available_subset_of_current_cohort,2686,135,0.6579075743717061,0.094184735811911,0.20401509578840787,0.05026061057334326
overall_S4_score_rSI,overall,S4,score_rSI,overall_trained_single_score_logistic_probability,overall,7289,0,exact_current_cohort,7289,707,0.5239257810401433,0.13278831651218673,0.2512218767770575,0.09699547262999039
medicine_S4_score_rSI,medicine,S4,score_rSI,overall_trained_single_score_logistic_probability,overall,4770,144,score_component_available_subset_of_current_cohort,4626,589,0.5184614472327911,0.16204613614896252,0.2523787469948942,0.12732382187635105
surgery_S4_score_rSI,surgery,S4,score_rSI,overall_trained_single_score_logistic_probability,overall,2712,23,score_component_available_subset_of_current_cohort,2689,135,0.49813799704167755,0.08526742440824638,0.24921337374324756,0.050204537002603196
overall_S4_score_rSI_sMS,overall,S4,score_rSI_sMS,overall_trained_single_score_logistic_probability,overall,7289,0,exact_current_cohort,7289,707,0.6137467406071249,0.18568462285702309,0.2446790313275281,0.09699547262999039
medicine_S4_score_rSI_sMS,medicine,S4,score_rSI_sMS,overall_trained_single_score_logistic_probability,overall,4770,191,score_component_available_subset_of_current_cohort,4579,572,0.5948442934654564,0.2019825687294602,0.25420870048447297,0.12491810438960471
surgery_S4_score_rSI_sMS,surgery,S4,score_rSI_sMS,overall_trained_single_score_logistic_probability,overall,2712,24,score_component_available_subset_of_current_cohort,2688,134,0.6151369230589419,0.18275371408052868,0.2283487151857739,0.04985119047619048
overall_S4_score_rSI_GCSM,overall,S4,score_rSI_GCSM,overall_trained_single_score_logistic_probability,overall,7289,0,exact_current_cohort,7289,707,0.5949039362850206,0.18633726677672596,0.24580021519214862,0.09699547262999039
medicine_S4_score_rSI_GCSM,medicine,S4,score_rSI_GCSM,overall_trained_single_score_logistic_probability,overall,4770,191,score_component_available_subset_of_current_cohort,4579,572,0.5786440599580105,0.20366684969670582,0.2535802715947359,0.12491810438960471
surgery_S4_score_rSI_GCSM,surgery,S4,score_rSI_GCSM,overall_trained_single_score_logistic_probability,overall,2712,24,score_component_available_subset_of_current_cohort,2688,134,0.5907940719269744,0.18487637686278652,0.23243359202629602,0.04985119047619048
overall_S4_score_SIAVPU,overall,S4,score_SIAVPU,overall_trained_single_score_logistic_probability,overall,7289,0,exact_current_cohort,7289,707,0.5607711572042736,0.19210862001786227,0.24767336731277176,0.09699547262999039
medicine_S4_score_SIAVPU,medicine,S4,score_SIAVPU,overall_trained_single_score_logistic_probability,overall,4770,144,score_component_available_subset_of_current_cohort,4626,589,0.5574171090586943,0.2073839733707028,0.24769439495442805,0.12732382187635105
surgery_S4_score_SIAVPU,surgery,S4,score_SIAVPU,overall_trained_single_score_logistic_probability,overall,2712,23,score_component_available_subset_of_current_cohort,2689,135,0.5821775573537515,0.1846862632439869,0.24769791411597145,0.050204537002603196
overall_S4_score_sMS,overall,S4,score_sMS,overall_trained_single_score_logistic_probability,overall,7289,0,exact_current_cohort,7289,707,0.6095267750502098,0.15764738480400092,0.22527621806321205,0.09699547262999039
medicine_S4_score_sMS,medicine,S4,score_sMS,overall_trained_single_score_logistic_probability,overall,4770,185,score_component_available_subset_of_current_cohort,4585,574,0.5940720944232628,0.1732513921133525,0.24173050336971255,0.1251908396946565
surgery_S4_score_sMS,surgery,S4,score_sMS,overall_trained_single_score_logistic_probability,overall,2712,21,score_component_available_subset_of_current_cohort,2691,134,0.61979406837537,0.15927799983202318,0.19866072603106869,0.04979561501300632
overall_S4_score_qSOFA,overall,S4,score_qSOFA,overall_trained_single_score_logistic_probability,overall,7289,0,exact_current_cohort,7289,707,0.6582255536401407,0.16192618348491883,0.2352184863918983,0.09699547262999039
medicine_S4_score_qSOFA,medicine,S4,score_qSOFA,overall_trained_single_score_logistic_probability,overall,4770,144,score_component_available_subset_of_current_cohort,4626,589,0.6385959585212002,0.18513262374111517,0.2604313685144465,0.12732382187635105
surgery_S4_score_qSOFA,surgery,S4,score_qSOFA,overall_trained_single_score_logistic_probability,overall,2712,23,score_component_available_subset_of_current_cohort,2689,135,0.6518329997969778,0.1268040451080045,0.19253128109667925,0.050204537002603196
overall_S4_score_MEWS,overall,S4,score_MEWS,overall_trained_single_score_logistic_probability,overall,7289,1,score_component_available_subset_of_current_cohort,7288,707,0.6686721041479189,0.1883403246180154,0.22146205452715556,0.09700878155872668
medicine_S4_score_MEWS,medicine,S4,score_MEWS,overall_trained_single_score_logistic_probability,overall,4770,144,score_component_available_subset_of_current_cohort,4626,589,0.6522121563988119,0.20744257193755833,0.24595857817614752,0.12732382187635105
surgery_S4_score_MEWS,surgery,S4,score_MEWS,overall_trained_single_score_logistic_probability,overall,2712,24,score_component_available_subset_of_current_cohort,2688,135,0.6243721982852416,0.1821136387792291,0.1811011416467505,0.05022321428571429
overall_S4_score_REMS,overall,S4,score_REMS,overall_trained_single_score_logistic_probability,overall,7289,983,score_component_available_subset_of_current_cohort,6306,600,0.7039445320715036,0.2057186382020549,0.22028765284323198,0.09514747859181731
medicine_S4_score_REMS,medicine,S4,score_REMS,overall_trained_single_score_logistic_probability,overall,4770,810,score_component_available_subset_of_current_cohort,3960,481,0.6705728878767108,0.21617241003409662,0.25085437103815694,0.12146464646464647
surgery_S4_score_REMS,surgery,S4,score_REMS,overall_trained_single_score_logistic_probability,overall,2712,384,score_component_available_subset_of_current_cohort,2328,118,0.7137721451031521,0.18257525585188594,0.1694306275334265,0.0506872852233677
overall_S4_score_RTS,overall,S4,score_RTS,overall_trained_single_score_logistic_probability,overall,7289,7,score_component_available_subset_of_current_cohort,7282,706,0.6200998954046995,0.18534517489370886,0.22375958907563412,0.09695138698159846
medicine_S4_score_RTS,medicine,S4,score_RTS,overall_trained_single_score_logistic_probability,overall,4770,198,score_component_available_subset_of_current_cohort,4572,571,0.6085370076044913,0.19693602647003539,0.236228127236736,0.12489063867016623
surgery_S4_score_RTS,surgery,S4,score_RTS,overall_trained_single_score_logistic_probability,overall,2712,24,score_component_available_subset_of_current_cohort,2688,134,0.6302493016514918,0.22610326393414135,0.20278750651275917,0.04985119047619048
overall_S4_score_rSI_GCS_alias,overall,S4,score_rSI_GCS_alias,overall_trained_single_score_logistic_probability,overall,7289,7,score_component_available_subset_of_current_cohort,7282,706,0.6113967952827002,0.1938207307738825,0.24396094009401606,0.09695138698159846
medicine_S4_score_rSI_GCS_alias,medicine,S4,score_rSI_GCS_alias,overall_trained_single_score_logistic_probability,overall,4770,198,score_component_available_subset_of_current_cohort,4572,571,0.592239418254018,0.20895797785011572,0.2532120628822126,0.12489063867016623
surgery_S4_score_rSI_GCS_alias,surgery,S4,score_rSI_GCS_alias,overall_trained_single_score_logistic_probability,overall,2712,24,score_component_available_subset_of_current_cohort,2688,134,0.6148447270304702,0.21370434220732318,0.22811455257347138,0.04985119047619048
overall_S5_decision_tree,overall,S5,decision_tree,overall_trained_legacy_baseline,overall,7289,0,exact_current_cohort,7289,89,0.7341502808988765,0.03733380610808558,0.1544132119737665,0.012210179722870078
medicine_S5_decision_tree,medicine,S5,decision_tree,overall_trained_legacy_baseline,overall,4770,0,exact_current_cohort,4770,90,0.7206635802469135,0.046885631787613874,0.20922498407186874,0.018867924528301886
surgery_S5_decision_tree,surgery,S5,decision_tree,overall_trained_legacy_baseline,overall,2712,0,exact_current_cohort,2712,14,0.606706025627449,0.034676161708597115,0.06776162023401895,0.005162241887905605
overall_S5_random_forest,overall,S5,random_forest,overall_trained_legacy_baseline,overall,7289,0,exact_current_cohort,7289,89,0.8296473158551811,0.05596182808042902,0.027011147019377978,0.012210179722870078
medicine_S5_random_forest,medicine,S5,random_forest,overall_trained_legacy_baseline,overall,4770,0,exact_current_cohort,4770,90,0.7954463437796772,0.07705539312635527,0.04026731447816445,0.018867924528301886
surgery_S5_random_forest,surgery,S5,random_forest,overall_trained_legacy_baseline,overall,2712,0,exact_current_cohort,2712,14,0.9095361643545483,0.06897626588151377,0.008085993375347732,0.005162241887905605
overall_S5_balanced_random_forest,overall,S5,balanced_random_forest,overall_trained_legacy_baseline,overall,7289,0,exact_current_cohort,7289,89,0.8213982521847689,0.04652575833741548,0.15067958346220153,0.012210179722870078
medicine_S5_balanced_random_forest,medicine,S5,balanced_random_forest,overall_trained_legacy_baseline,overall,4770,0,exact_current_cohort,4770,90,0.7873504273504275,0.059438693341334024,0.21376226962282163,0.018867924528301886
surgery_S5_balanced_random_forest,surgery,S5,balanced_random_forest,overall_trained_legacy_baseline,overall,2712,0,exact_current_cohort,2712,14,0.8815524727311236,0.07024024988087825,0.054506945537204234,0.005162241887905605
